,,,SDMMC1_DAT3,AU2,AL5,unused_SDMMC1_DAT3,GPIO3_PM.02,SDMMC1_DAT3,,,,B,B,,,,SDMMC1,SPI3,RSVD2,RSVD3,RSVD2,sdmmc1_dat3_pm2,vddio_sdmmc1,,,pu,FALSE,,,SDMMC1,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC1_DAT3,Bidirectional,Int PU,,,,,,,,SDMMC1_DAT3,
,,,SDMMC1_COMP,AT5,AP5,unused_SDMMC1_COMP,,SDMMC1_COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC1_COMP,,,,,,,100,,,SDMMC1_COMP_PD,
SDMMC2,,,SDMMC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8V,,
,,,SDMMC2_CLK,K1,J1,unused_SDMMC2_CLK,,SDMMC2_CLK,,,,,O,,,,,,,,,,vddio_sdmmc2,,,0,FALSE,,,,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_CLK,Output,,,,,,, ,,SDMMC2_CLK,WIFI SDIO
,,,SDMMC2_CLKB,K2,J2,unused_SDMMC2_CLKB,,SDMMC2_CLKB,,,,,O,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_CLKB,Not Assigned,,,,,,, ,,Not used,
,,,SDMMC2_CMD,K6,J7,unused_SDMMC2_CMD,,SDMMC2_CMD,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_CMD,Bidirectional,Int PU,,,,,,,,SDMMC2_CMD,
,,,SDMMC2_DAT0,J3,L3,unused_SDMMC2_DAT0,,SDMMC2_DAT0,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_DAT0,Bidirectional,Int PU,,,,,,,,SDMMC2_DAT0,
,,,SDMMC2_DAT1,G3,L4,unused_SDMMC2_DAT1,,SDMMC2_DAT1,,,,,B,,,,,,,,,,vddio_sdmmc2,wake18,,pu,FALSE,,,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_DAT1,Bidirectional,Int PU,No,,,,,,,SDMMC2_DAT1,
,,,SDMMC2_DAT2,H3,L5,unused_SDMMC2_DAT2,,SDMMC2_DAT2,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_DAT2,Bidirectional,Int PU,,,,,,,,SDMMC2_DAT2,
,,,SDMMC2_DAT3,K7,L6,unused_SDMMC2_DAT3,,SDMMC2_DAT3,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_DAT3,Bidirectional,Int PU,,,,,,,,SDMMC2_DAT3,
,,,SDMMC2_DAT4,K5,L2,unused_SDMMC2_DAT4,,SDMMC2_DAT4,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DAT4,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_DAT5,G1,L1,unused_SDMMC2_DAT5,,SDMMC2_DAT5,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DAT5,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_DAT6,G2,H5,unused_SDMMC2_DAT6,,SDMMC2_DAT6,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DAT6,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_DAT7,K3,J4,unused_SDMMC2_DAT7,,SDMMC2_DAT7,,,,,B,,,,,,,,,,vddio_sdmmc2,,,pu,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DAT7,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_DQS,H2,J6,unused_SDMMC2_DQS,,SDMMC2_DQS,,,,,I,,,,,,,,,,vddio_sdmmc2,,,,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DQS,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_DQSB,H1,J5,unused_SDMMC2_DQSB,,SDMMC2_DQSB,,,,,I,,,,,,,,,,vddio_sdmmc2,,,,FALSE,,,,NO,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC2_DQSB,Not Assigned,,,,,,,,,Not used,UNUSED
,,,SDMMC2_COMP_PD,J5,J3,unused_SDMMC2_COMP_PD,,SDMMC2_COMP_PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC2_COMP_PD,,,,,,,100,,,SDMMC2_COMP_PD,WIFI SDIO
SDMMC3 (3.3V Capable),,,SDMMC3 (3.3V Capable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8V,,
SDMMC_CLK,229,,SDMMC3_CLK,H33,D33,unused_SDMMC3_CLK,GPIO3_PP.00,SDMMC3_CLK,,,,B,O,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_clk_pp0,vddio_sdmmc3,,,pd,FALSE,,,SDMMC3,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_CLK,Output,,,,,,, ,,SD Card or SDIO Clock,SD Card Connector
SDMMC_CMD,227,,SDMMC3_CMD,G38,D34,unused_SDMMC3_CMD,GPIO3_PP.01,SDMMC3_CMD,,,,B,B,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_cmd_pp1,vddio_sdmmc3,,,pu,FALSE,,,SDMMC3,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_CMD,Bidirectional,Int PU,,,,,,,,SD Card or SDIO Command,
SDMMC_DAT0,219,,SDMMC3_DAT0,H34,F33,unused_SDMMC3_DAT0,GPIO3_PP.05,SDMMC3_DAT0,,,,B,B,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_dat0_pp5,vddio_sdmmc3,,,pu,FALSE,,,SDMMC3,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_DAT0,Bidirectional,Int PU,,,,,,,,SD Card or SDIO Data 0,
SDMMC_DAT1,221,,SDMMC3_DAT1,J34,F32,unused_SDMMC3_DAT1,GPIO3_PP.04,SDMMC3_DAT1,,,,B,B,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_dat1_pp4,vddio_sdmmc3,wake45,,pu,FALSE,,,SDMMC3,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_DAT1,Bidirectional,Int PU,No,,,,,,,SD Card or SDIO Data 1,
SDMMC_DAT2,223,,SDMMC3_DAT2,H36,E34,unused_SDMMC3_DAT2,GPIO3_PP.03,SDMMC3_DAT2,,,,B,B,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_dat2_pp3,vddio_sdmmc3,,,pu,FALSE,,,SDMMC3,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_DAT2,Bidirectional,Int PU,,,,,,,,SD Card or SDIO Data 2,
SDMMC_DAT3,225,,SDMMC3_DAT3,H38,E33,unused_SDMMC3_DAT3,GPIO3_PP.02,SDMMC3_DAT3,,,,B,B,,,,SDMMC3,RSVD1,RSVD2,RSVD3,RSVD1,sdmmc3_dat3_pp2,vddio_sdmmc3,,,pu,FALSE,,,SDMMC3,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_DAT3,Bidirectional,Int PU,,,,,,,,SD Card or SDIO Data 3,
,,,SDMMC3_COMP,H37,F34,unused_SDMMC3_COMP,,SDMMC3_COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC3_COMP,,,,,,,100,,,SDMMC3_COMP_PD,
SDMMC4,,,SDMMC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8V,,
,,,SDMMC4_CLK,E1,F2,unused_SDMMC4_CLK,,SDMMC4_CLK,,,,,O,,,,,,,,,,vddio_sdmmc4,,,0,TRUE,eMMC,SDMMC4_CLK,,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_CLK,Output,,,,,,, ,,"Unused on devkit modules, used for eMMC on production modules",eMMC on module
,,,SDMMC4_CLKB,E2,F1,unused_SDMMC4_CLKB,,SDMMC4_CLKB,,,,,O,,,,,,,,,,vddio_sdmmc4,,,pu,FALSE,eMMC,SDMMC4_CLKB,,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC4_CLKB,Not Assigned,,,,,,, ,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_CMD,E3,H4,unused_SDMMC4_CMD,,SDMMC4_CMD,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_CMD,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_CMD,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT0,C1,F5,unused_SDMMC4_DAT0,,SDMMC4_DAT0,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT0,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT0,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT1,C2,D1,unused_SDMMC4_DAT1,,SDMMC4_DAT1,,,,,B,,,,,,,,,,vddio_sdmmc4,wake46,,pu,TRUE,eMMC,SDMMC4_DAT1,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT1,Bidirectional,Int PU,No,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT2,G5,G5,unused_SDMMC4_DAT2,,SDMMC4_DAT2,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT2,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT2,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT3,B2,D2,unused_SDMMC4_DAT3,,SDMMC4_DAT3,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT3,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT3,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT4,B3,F3,unused_SDMMC4_DAT4,,SDMMC4_DAT4,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT4,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT4,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT5,H6,E2,unused_SDMMC4_DAT5,,SDMMC4_DAT5,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT5,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT5,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT6,H5,E1,unused_SDMMC4_DAT6,,SDMMC4_DAT6,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT6,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT6,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DAT7,D3,F4,unused_SDMMC4_DAT7,,SDMMC4_DAT7,,,,,B,,,,,,,,,,vddio_sdmmc4,,,pu,TRUE,eMMC,SDMMC4_DAT7,,YES,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DAT7,Bidirectional,Int PU,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DQS,D2,H3,unused_SDMMC4_DQS,,SDMMC4_DQS,,,,,I,,,,,,,,,,vddio_sdmmc4,,,,FALSE,eMMC,SDMMC4_DQS,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_DQS,Input,,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_DQSB,D1,H2,unused_SDMMC4_DQSB,,SDMMC4_DQSB,,,,,I,,,,,,,,,,vddio_sdmmc4,,,,FALSE,eMMC,SDMMC4_DQSB,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_SDMMC4_DQSB,Not Assigned,,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
,,,SDMMC4_COMP_PD,F3,H1,unused_SDMMC4_COMP_PD,,SDMMC4_COMP_PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SDMMC4_COMP_PD,,,,,,,,,,"Unused on devkit modules, used for eMMC on production modules",
SYS,,,SYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8V,,
,,,ALS_PROX_INT,AJ33,AD27,unused_ALS_PROX_INT,GPIO3_PX.03,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,als_prox_int_px3,vddio_sys,wake32,,pd,FALSE,,,GPIO_PX3,,NORMAL,NORMAL,DISABLE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PX.03,Output,Drive 1,No,,,,,,,RTL8111_ISOLATE_R*,Ethernet isolate signal for WOL
,,,TEMP_ALERT,AB36,V29,unused_TEMP_ALERT,GPIO3_PX.04,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,temp_alert_px4,vddio_sys,wake33,,pd,FALSE,,,GPIO_PX4,,PULL_UP,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PX.04,Input,Int PU,Yes,,,,,,,THERM1_WARN*,Overtemperature Alert
,,,MOTION_INT,AB38,U33,unused_MOTION_INT,GPIO3_PX.02,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,motion_int_px2,vddio_sys,wake63,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_MOTION_INT,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,TOUCH_RST,AF34,R33,unused_TOUCH_RST,GPIO3_PV.06,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,touch_rst_pv6,vddio_sys,,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_TOUCH_RST,Not Assigned,,,,,,,,,Not used,UNUSED
,,,TOUCH_CLK,AE37,AA34,unused_TOUCH_CLK,GPIO3_PV.07,,,,,B,,,,,TOUCH,RSVD1,RSVD2,RSVD3,RSVD1,touch_clk_pv7,vddio_sys,,,pd,FALSE,,,RSVD1,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_TOUCH_CLK,Not Assigned,,,,,,,,,Not used,UNUSED
,,,TOUCH_INT,AJ32,AD34,unused_TOUCH_INT,GPIO3_PX.01,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,touch_int_px1,vddio_sys,wake62,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_TOUCH_INT,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,MODEM_WAKE_AP,AJ34,AD28,unused_MODEM_WAKE_AP,GPIO3_PX.00,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,modem_wake_ap_px0,vddio_sys,wake61,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_MODEM_WAKE_AP,Not Assigned,,No,,,,,,,Not used,UNUSED
SHUTDOWN_REQ*,233,,SHUTDOWN,AH36,AF32,unused_SHUTDOWN,,shutdown,,,,,O,,,,SHUTDOWN,RSVD1,RSVD2,RSVD3,RSVD1,shutdown,vddio_sys,,,z,FALSE,,,SHUTDOWN,,NORMAL,NORMAL,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,shutdown,Output,,,,,,,,,THERMAL_SHUTDOWN_TEGRA*,Shutdown Request to Baseboard
SYS_RESET*,239,,SYS_RESET_N,AG36,AC30,unused_SYS_RESET_N,,RESET,,,,,I,,,,,,,,,,vddio_sys,,,1,FALSE,,,,,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,RESET,Input,Int PU,,,,,,,,PMIC_SYS_RST*,AP Reset
SLEEP/WAKE*,240,,BUTTON_POWER_ON,AC36,U34,unused_BUTTON_POWER_ON,GPIO3_PX.05,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,button_power_on_px5,vddio_sys,wake24,,pu,FALSE,,,GPIO_PX5,,PULL_UP,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PX.05,Input,Int PU,Yes,,,,,,,Configured as GPIO for optional use to indicate the system should enter or exit sleep mode.,Power On
FORCE_RECOVERY*,214,,BUTTON_VOL_UP,AC37,R34,unused_BUTTON_VOL_UP,GPIO3_PX.06,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,button_vol_up_px6,vddio_sys,wake25,rmc_1,pu,FALSE,,,GPIO_PX6,,PULL_UP,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PX.06,Input,Int PU,No,,,,,,,Force Recovery strap pin,Button Header
,,,BUTTON_VOL_DOWN,AD36,Y32,unused_BUTTON_VOL_DOWN,GPIO3_PX.07,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,button_vol_down_px7,vddio_sys,wake26,rmc_2,pu,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_BUTTON_VOL_DOWN,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,BUTTON_SLIDE_SW,AF36,AC28,unused_BUTTON_SLIDE_SW,GPIO3_PY.00,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,button_slide_sw_py0,vddio_sys,wake27,,pu,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_BUTTON_SLIDE_SW,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,BUTTON_HOME,AF37,AC29,unused_BUTTON_HOME,GPIO3_PY.01,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,button_home_py1,vddio_sys,wake28,rmc_3,pu,FALSE,,,GPIO_PY1,,PULL_UP,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PY.01,Input,Int PU,No,,,,,,,CPU_PGOOD_OVR,CPU Power Good
GPIO12,218,15,LCD_TE,AD34,P33,unused_LCD_TE,GPIO3_PY.02,DCA_LSPII,,,,B,,,,,DISPLAYA,RSVD1,RSVD2,RSVD3,RSVD1,lcd_te_py2,vddio_sys,,,pd,FALSE,,,GPIO_PY2,,PULL_DOWN,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PY.02,Input,Int PD,,,,,,,,GPIO #12,Expansion Header
GPIO07,206,32,LCD_BL_PWM,AE32,AA33,unused_LCD_BL_PWM,GPIO3_PV.00,,PM3_PWM0,,,B,,O,,,DISPLAYA,PWM0,SOR0,RSVD3,RSVD3,lcd_bl_pwm_pv0,vddio_sys,,,pd,FALSE,,,PWM0,,NORMAL,NORMAL,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,PM3_PWM0,Output,N/A,,,,,,,,GPIO #7 or Pulse Width Modulator,Expansion Header
GPIO10,212,,LCD_BL_EN,AE38,AA32,unused_LCD_BL_EN,GPIO3_PV.01,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,lcd_bl_en_pv1,vddio_sys,,,pd,FALSE,,,GPIO_PV1,,NORMAL,NORMAL,ENABLE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,GPIO3_PV.01,Input,,,,,,,,,GPIO #10,Module Vin Monitor
,,,LCD_RST,AE36,AC34,unused_LCD_RST,GPIO3_PV.02,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,lcd_rst_pv2,vddio_sys,wake56,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_LCD_RST,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,LCD_GPIO1,AE33,AC27,unused_LCD_GPIO1,GPIO3_PV.03,,,,,B,,,,,DISPLAYB,RSVD1,RSVD2,RSVD3,RSVD1,lcd_gpio1_pv3,vddio_sys,wake57,,pd,FALSE,,,RSVD1,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_LCD_GPIO1,Not Assigned,,No,,,,,,,Not used,UNUSED
,,,LCD_GPIO2,AC32,U32,unused_LCD_GPIO2,GPIO3_PV.04,,PM3_PWM1,,,B,,O,,,DISPLAYB,PWM1,RSVD2,SOR1,RSVD2,lcd_gpio2_pv4,vddio_sys,wake58,,pd,FALSE,,,PWM1,,NORMAL,NORMAL,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,PM3_PWM1,Output,,No,,,,,,,GPU_DVFS_PWM,GPU_DVFS PWM
,,,AP_READY,AC38,P34,unused_AP_READY,GPIO3_PV.05,,,,,B,,,,,RSVD0,RSVD1,RSVD2,RSVD3,RSVD0,ap_ready_pv5,vddio_sys,,,pd,FALSE,,,RSVD0,,PULL_DOWN,TRISTATE,DISABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,unused_AP_READY,Not Assigned,,,,,,,,,Not used,UNUSED
,,,PWR_I2C_SCL,AH37,AD31,unused_PWR_I2C_SCL,GPIO3_PY.03,I2CPMU_CLK,,,,B,B,,,,I2CPMU,RSVD1,RSVD2,RSVD3,RSVD1,pwr_i2c_scl_py3,vddio_sys,,,z,FALSE,,,I2CPMU,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,I2CPMU_CLK,Bidirectional,,,,Disable,1K,,,,PWR_I2C_SCL_1V8,Power I2C
,,,PWR_I2C_SDA,AF32,AD32,unused_PWR_I2C_SDA,GPIO3_PY.04,I2CPMU_DAT,,,,B,B,,,,I2CPMU,RSVD1,RSVD2,RSVD3,RSVD1,pwr_i2c_sda_py4,vddio_sys,wake23,,z,FALSE,,,I2CPMU,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,I2CPMU_DAT,Bidirectional,,No,,Disable,1K,,,,PWR_I2C_SDA_1V8,
,,,CLK_32K_IN,AF33,AD29,unused_CLK_32K_IN,,CLK_32K_IN,,,,,I,,,,CLK,RSVD1,RSVD2,RSVD3,RSVD1,clk_32k_in,vddio_sys,,,z,FALSE,,,CLK,,NORMAL,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,CLK_32K_IN,Input,,,,,,,,,CLK_32K_IN,32KHz Input Clock
,,,CLK_32K_OUT,AG34,V27,unused_CLK_32K_OUT,GPIO3_PY.05,SOC_THERM_OC1_N,,,,B,I,,,,SOC,BLINK,RSVD2,RSVD3,RSVD2,clk_32k_out_py5,vddio_sys,wake22,,pd,FALSE,,,SOC,,PULL_UP,NORMAL,ENABLE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VALID,SOC_THERM_OC1_N,Input,Int PU,No,,,,,,,COMP_SOC_THERM*,
